"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x158819455","x1539779073592856576",2022-06-23 01:15:13,"ImKatieReilly","Vaccines cause adults -- not autism https://t.co/hERLcbmZv9
#ableismistrash #ableism #provaxx #autism #ASD #disability #neurodiversity #inclusion #representation https://t.co/EvO1QF3Dig","Post Planner Inc.",161,,,,FALSE,FALSE,4,0,,,"ableismistrash ableism provaxx autism ASD disability neurodiversity inclusion representation",,"etsy.com/PixieHollowSto…","https://t.co/hERLcbmZv9","https://www.etsy.com/PixieHollowStore/listing/1145854400/vaccines-cause-adults-shirt-vaccination","http://pbs.twimg.com/media/FV5k6BLUAAA-mlg.jpg","https://t.co/EvO1QF3Dig","https://twitter.com/ImKatieReilly/status/1539779073592856576/photo/1","photo","http://pbs.twimg.com/media/FV5k6BLUAAA-mlg.jpg","https://t.co/EvO1QF3Dig","https://twitter.com/ImKatieReilly/status/1539779073592856576/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ImKatieReilly/status/1539779073592856576","Katie Reilly (she / her) 🏳️‍🌈 🦓","USA","Queer. Disabled. Feminist. Campaigner @UltraViolet. Writer @Autostraddle. #Etsy: QueeriouslyIll
Views are mine","https://t.co/e7yQQIQi3U",FALSE,1828,2019,17,5595,1551,2010-06-23 18:53:24,FALSE,"https://t.co/e7yQQIQi3U","http://www.katiereilly.com",,"https://pbs.twimg.com/profile_banners/158819455/1614809667","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1534935355505446912/HE4w961p_normal.jpg"
"x142019571","x1539762006605037569",2022-06-23 00:07:24,"AndeLyons","But while neuro-minorities comprise at least 15 to 20% of the world’s population you’ll almost never hear it mentioned.
https://t.co/Fi1thXirkE via @FastCompany 

Check out @unispaceglobal 
#Neurodiversity","Twitter Web App",205,,,,FALSE,FALSE,0,0,,,"Neurodiversity",,"fastcompany.com/90762205/five-…","https://t.co/Fi1thXirkE","https://www.fastcompany.com/90762205/five-detailed-ways-to-design-an-office-for-neurodiversity",,,,,,,,,"x2735591 x757916875","FastCompany unispaceglobal","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/AndeLyons/status/1539762006605037569","Ande Lyons 🇺🇦🏳️‍⚧️ #StartupLife","Boston, MA","#Startup Champion | 4x Founder | LIVE STREAM Host @AndeLyonsShow | #Boston | Joy Instigator ♥ #AndeliciousAdvice","https://t.co/GZEdWQVQE8",FALSE,11786,10055,1013,71842,56199,2010-05-09 18:16:09,FALSE,"https://t.co/GZEdWQVQE8","https://linktr.ee/ande_lyons",,"https://pbs.twimg.com/profile_banners/142019571/1613615168","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1017552768113020930/mwABAG7z_normal.jpg"
"x95981336","x1539758962672898049",2022-06-22 23:55:18,"chr0my","Alison ❤️
@AlisonMoyet #Neurodiversity #bytnormalnijenahovno https://t.co/LbwDo4r4qc","Twitter Web App",60,,,,TRUE,FALSE,0,0,,,"Neurodiversity bytnormalnijenahovno",,"twitter.com/ADHDFoundation…","https://t.co/LbwDo4r4qc","https://twitter.com/ADHDFoundation/status/1539631645778755586",,,,,,,,,"x449849732","AlisonMoyet","fr","x1539631645778755586","We launch the Neurodiversity Umbrella Project 2022☂️launches with a @clearchanneluk Billboard campaign across UK supported by the beautiful Alison Moyet @AlisonMoyet  #Neurodiversity #Umbrellaproject2022
 ☂️☂️☂️ @rorybremner @ChelceeGrimes @AngelaBarnes @ShappiKhorsandi @EY_UKI https://t.co/WZQaKBRUDw",2022-06-22 15:29:23,"Twitter for iPhone",93,27,"x1577533957","ADHDFoundation","ADHD Foundation",35134,3876,26349,"NW Eng & Training Nationwide","The Neurodiversity Charity. Lifespan clinical, psychological & education services. Training for professionals across UK.  Promoting neurodiversity & inclusion.",FALSE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/chr0my/status/1539758962672898049","Dan 🇺🇦","Brno","Být normální je na hovno.",,FALSE,699,1412,5,2693,4656,2009-12-10 20:54:33,FALSE,,,,"https://pbs.twimg.com/profile_banners/95981336/1623963959","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1405632143800389636/YcT0VQ3x_normal.jpg"
"x337417975","x1539747090296983552",2022-06-22 23:08:08,"Hope_for_three","Its that time of the year folks! The third annual Walk, Run, Stroll or Roll is from September 3rd through 11th! 

Learn more, and register you team HERE: https://t.co/MSqz0RQyxu
.
.
.
.
.
.
#hopeforthree #neurodiversity #actuallyautistic #walkrunstrollorroll https://t.co/chxwZZ7jkZ","Twitter Web App",258,,,,FALSE,FALSE,0,0,,,"hopeforthree neurodiversity actuallyautistic walkrunstrollorroll",,"hopeforthree.org/events/walk_ru…","https://t.co/MSqz0RQyxu","https://www.hopeforthree.org/events/walk_run-2/","http://pbs.twimg.com/ext_tw_video_thumb/1539746702952906759/pu/img/G-n1T8H6BTb5l0v9.jpg","https://t.co/chxwZZ7jkZ","https://twitter.com/Hope_for_three/status/1539747090296983552/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/1539746702952906759/pu/img/G-n1T8H6BTb5l0v9.jpg","https://t.co/chxwZZ7jkZ","https://twitter.com/Hope_for_three/status/1539747090296983552/video/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Hope_for_three/status/1539747090296983552","Hope For Three","Sugar Land, TX","Texas-based nonprofit and autism advocacy group providing resources and support to families living with autism spectrum disorder. A Beacon of Hope since 2011.","https://t.co/NVyVcUIeam",FALSE,1287,1771,23,2650,181,2011-07-18 00:36:08,FALSE,"https://t.co/NVyVcUIeam","https://www.hopeforthree.org/",,"https://pbs.twimg.com/profile_banners/337417975/1645207548","http://abs.twimg.com/images/themes/theme10/bg.gif","http://pbs.twimg.com/profile_images/1427050743819915265/jVVOCnSI_normal.jpg"
"x1285702788614205440","x1539746429555449856",2022-06-22 23:05:30,"p4sch1z0phr3n1c","Wonder how long it’ll be till cyborgs are running the government and stuff. It will be a much better world… I’m throwing it out there most people are going to be cyborgs by 2030. #Singularity #Artist #Cyborg #Revolution #Schizophrenia #cybernetic #Neurodiversity","Twitter for iPhone",262,,,,FALSE,FALSE,0,0,,,"Singularity Artist Cyborg Revolution Schizophrenia cybernetic Neurodiversity",,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/p4sch1z0phr3n1c/status/1539746429555449856","Gabriel","","Time Traveling Alien Cyborg. Synchronicity and patterns John Nash style. Can read Matrix and Shadow people. Works with sentient A.I. in algorithms I call David",,FALSE,16,7,0,1503,30,2020-07-21 22:26:54,FALSE,,,,"https://pbs.twimg.com/profile_banners/1285702788614205440/1626479107",,"http://pbs.twimg.com/profile_images/1416181948578336770/9Bx9_RoC_normal.jpg"
"x1478323060226723840","x1539745481555058688",2022-06-22 23:01:44,"Crypto_Fairies","just zipped back into reality after getting lost #hyperfocused on the history and invention of aviation.... 

And I'm back.

Figure embracing the difference in the way you function is easier than resisting it! 

 #weirdone #adhd #Neurodiversity","Twitter for Android",244,,,,FALSE,FALSE,0,0,,,"hyperfocused weirdone adhd Neurodiversity",,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Crypto_Fairies/status/1539745481555058688","CryptoFairies - MINT NOW: www.fairies.cc","Metaverse","Just magic ~🧚

#FairyFrens 👩‍🚀°
MINTING NOW ON: https://t.co/iWVTwNDsRj 

From the Forest, to The Metaverse 🔮
https://t.co/K7Hq2j3Pkh

🤗 #nft #art #cnft","https://t.co/MeKDOlibMU",FALSE,3477,2937,14,22730,78391,2022-01-04 11:11:24,FALSE,"https://t.co/MeKDOlibMU","http://cuda.io/cryptofairies",,"https://pbs.twimg.com/profile_banners/1478323060226723840/1654555936",,"http://pbs.twimg.com/profile_images/1539730921758556160/d-I7c4WK_normal.jpg"
"x842428309342412802","x1539745078163505159",2022-06-22 23:00:08,"BeccaLoryCAS","Do you know the story behind the word #neurodiversity? You must learn about @singer_judy, sociologist, author, speaker, and #ActuallyAutistic 

https://t.co/aDUs5vKred https://t.co/eKWtNZwVzV","Buffer",167,,,,FALSE,FALSE,8,2,,,"neurodiversity ActuallyAutistic",,"autismawareness.com.au/aupdate/in-con…","https://t.co/aDUs5vKred","https://www.autismawareness.com.au/aupdate/in-conversation-with-judy-singer","http://pbs.twimg.com/media/FV5F_QfXEAEqr68.jpg","https://t.co/eKWtNZwVzV","https://twitter.com/BeccaLoryCAS/status/1539745078163505159/photo/1","photo","http://pbs.twimg.com/media/FV5F_QfXEAEqr68.jpg","https://t.co/eKWtNZwVzV","https://twitter.com/BeccaLoryCAS/status/1539745078163505159/photo/1",,"x1564258514","singer_judy","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/BeccaLoryCAS/status/1539745078163505159","Becca Lory Hector,CAS,BCCS","New York, USA","Diagnosed on the autism spectrum as an adult and since become an active advocate and life coach for individuals on the autism spectrum.","https://t.co/kNY8Uwn5Ck",FALSE,1095,408,11,5706,2819,2017-03-16 17:32:15,FALSE,"https://t.co/kNY8Uwn5Ck","http://www.beccalory.com",,"https://pbs.twimg.com/profile_banners/842428309342412802/1525181731","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/991310269249867777/IyI54Qav_normal.jpg"
"x2287027634","x1539741975401881604",2022-06-22 22:47:48,"PeelAutism","@irwinelman Masking is physically, emotionally &amp; psychologically exhausting which can lead to shutdown &amp; burnout

It is a survival strategy for autistics 

Rather than asking them to ""tone it down"" / ""set it aside"" why not accept &amp; accommodate? 

#autism #AutismAcceptance #neurodiversity","Twitter Web App",288,"x1538545051340611586","x55649828","irwinelman",FALSE,FALSE,0,0,,,"autism AutismAcceptance neurodiversity",,,,,,,,,,,,,"x55649828","irwinelman","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/PeelAutism/status/1539741975401881604","Peel Autism Resource","Mississauga, Ontario","With a focus on Peel Region (Ontario, Canada), PAR is an online resource to get information about autism & community supports","https://t.co/vLnSHJbRZ9",FALSE,1275,57,35,13541,2819,2014-01-11 18:34:36,FALSE,"https://t.co/vLnSHJbRZ9","https://linktr.ee/Peel_Autism_Resource",,"https://pbs.twimg.com/profile_banners/2287027634/1628629389","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1127635178053042184/GVEP2_Mb_normal.png"
"x1168469973301436416","x1539732113100087297",2022-06-22 22:08:37,"DrNC_PhD","When you contemplate on your diagnoses and then realise this explains all your interactions, relationships and last decade and more in work...💡

#unicornmusings 
#Neurodiversity","Twitter for Android",177,,,,FALSE,FALSE,0,0,,,"unicornmusings Neurodiversity",,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/DrNC_PhD/status/1539732113100087297","Natalie Cozier","United Kingdom","Unicorn, Proud Bristolian, (x)Chemist, Legaleaser & Rum Drinker. Est➕disruptor since da '80s. All views can change/my own. RTs, likes💙etc.are not endorsements.",,FALSE,134,377,2,1839,4337,2019-09-02 10:25:45,FALSE,,,,"https://pbs.twimg.com/profile_banners/1168469973301436416/1567421860",,"http://pbs.twimg.com/profile_images/1443038068722868235/umyxQ70t_normal.jpg"
"x52188343","x1539729951485739009",2022-06-22 22:00:01,"dyslexicadv","[Premium] Families can really make a difference. They have the knack for seeing potential and helping any way they could. Read⬇
https://t.co/nErNYX9dj5
#dyslexia #dyslexicadvantage #neurodiversity #familysystem #support #dyslexicstudents #love","MeetEdgar",243,,,,FALSE,FALSE,2,0,,,"dyslexia dyslexicadvantage neurodiversity familysystem support dyslexicstudents love",,"dyslexicadvantage.org/how-families-h…","https://t.co/nErNYX9dj5","https://www.dyslexicadvantage.org/how-families-help-premium/?utm_campaign=meetedgar&utm_medium=social&utm_source=meetedgar.com",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/dyslexicadv/status/1539729951485739009","Dyslexic Advantage","Greater Seattle and Everywhere","We're a 501c3 dyslexia  #nonprofit #dyslexicadv #dyslexia #neurodiversity #dyslexic #education #creativity #moms","https://t.co/yJuxaDmY25",FALSE,13798,1811,207,3551,446,2009-06-29 21:03:24,TRUE,"https://t.co/yJuxaDmY25","http://www.dyslexicadvantage.org/dyslexia-dyslexic-advantage-blog/",,"https://pbs.twimg.com/profile_banners/52188343/1402590291","http://abs.twimg.com/images/themes/theme6/bg.gif","http://pbs.twimg.com/profile_images/378800000846891870/44f82191172e06e34e200ed06066543e_normal.png"
"x1420783386424184837","x1539719290835853312",2022-06-22 21:17:40,"ND_SWgroup","Feeling very inspired, grateful and seen after a fantastic @SW_student_con session with @SiobhanMaclean, @kelly_BFD, @flossysworld and @MaxHawker.
Thanks for letting me join you and speak about the group, and for sharing your stories. 
#neurodiversity #socialwork","Twitter for Android",263,,,,FALSE,FALSE,9,3,,,"neurodiversity socialwork",,,,,,,,,,,,,"x1267815017119797253 x3255915833 x486951680 x1348187637505552384 x859843256242376705","SW_student_con SiobhanMaclean kelly_BFD flossysworld MaxHawker","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ND_SWgroup/status/1539719290835853312","Neurodiverse Social Workers Special Interest Group","","BASW Group for neurodiverse social workers - peer support, sharing experience, advice, information and embracing differences.
Profile managed by Deb and Kelly.","https://t.co/kfINNP3k9N",FALSE,1096,2350,6,605,793,2021-07-29 16:28:58,FALSE,"https://t.co/kfINNP3k9N","http://www.linkedin.com/in/deb-solomon-NDsocial-worker",,"https://pbs.twimg.com/profile_banners/1420783386424184837/1647364112",,"http://pbs.twimg.com/profile_images/1490835346975776770/dYjiJatP_normal.jpg"
"x354964989","x1539718939806244867",2022-06-22 21:16:16,"RebelSpeducator","This angers me and breaks my heart 💔 at the same time #Autism #Neurodiversity #epilepsy https://t.co/IGKgV52dyq","Twitter for iPhone",87,,,,TRUE,FALSE,1,0,,,"Autism Neurodiversity epilepsy",,"twitter.com/incorrecten/st…","https://t.co/IGKgV52dyq","https://twitter.com/incorrecten/status/1539339371266048001",,,,,,,,,,,"en","x1539339371266048001","I was one of those random people who had a DNR put on my file during the pandemic, for no reason other than I have a diagnosis of autism. It was removed and I was apologized to. Lots of people with conditions like ours had them and might not know now if they still do. Horrifying. https://t.co/0TOSty9yyp",2022-06-21 20:08:00,"Twitter Web App",5601,1552,"x116859000","IncorrectEn","Davie The Short Viking",7235,5537,54767,"The Scattered Disc","The Last Unicorn. Language student #ActuallyAutistic non binary/masc 🏳️‍⚧️ he/they T-started 20/10/20. Queer Polyam. Been on NHS waiting list since Feb 2020.",FALSE,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/3b98b02fba3f9753.json","North Carolina","North Carolina, USA","admin","United States","US","NA NA","NA NA","-84.3219475 -75.40012 -75.40012 -84.3219475 33.752879 33.752879 36.588118 36.588118","https://twitter.com/RebelSpeducator/status/1539718939806244867","Pam Zich","North Carolina, USA","",,FALSE,2276,1578,157,86250,44308,2011-08-14 16:09:10,FALSE,,,,"https://pbs.twimg.com/profile_banners/354964989/1464801903","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1119393602386497538/hwBNtWNi_normal.jpg"
"x759061895894691840","x1539716613737521157",2022-06-22 21:07:01,"ShrubOakInt","“The goal of this type of work is to be able to use brain imaging data to aid in developing personalized healthcare approaches for those with ASD.”

Sources - @bostoncollege

https://t.co/pyp5heq4NM

#data #healthcare #neuroscience #neurodiversity #wednesdaywisdom #ASD #AI","Twitter Web App",273,,,,FALSE,FALSE,4,0,,,"data healthcare neuroscience neurodiversity wednesdaywisdom ASD AI",,"neurosciencenews.com/ai-asd-brain-2…","https://t.co/pyp5heq4NM","https://neurosciencenews.com/ai-asd-brain-20729/",,,,,,,,,"x16582975","BostonCollege","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ShrubOakInt/status/1539716613737521157","Shrub Oak International School","Mohegan Lake, NY","Shrub Oak International School is a state of the art benchmark in autism spectrum disorder education.","https://t.co/7whdvCW0Rm",FALSE,169,471,0,812,241,2016-07-29 16:23:53,FALSE,"https://t.co/7whdvCW0Rm","https://www.shruboak.org/",,"https://pbs.twimg.com/profile_banners/759061895894691840/1598995511","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1329564168727400448/xX5GHwVg_normal.jpg"
"x1410464453280157699","x1539710475830644737",2022-06-22 20:42:38,"LudmilaPraslova","@DisabilityIN Thank you for sharing my article! #inclusion #work #Neurodiversity","Twitter Web App",66,"x1539697527880130578","x269865906","DisabilityIN",FALSE,FALSE,1,0,,,"inclusion work Neurodiversity",,,,,,,,,,,,,"x269865906","DisabilityIN","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/LudmilaPraslova/status/1539710475830644737","Ludmila Praslova PhD","Irvine, CA","Professor, Director, Graduate Industrial-Organizational Psychology, VUSC | Wellbeing@Work | Future of Work | DEIB | Talent | Neurodiversity | Autism | Culture","https://t.co/me1j5c1gHB",FALSE,449,617,11,595,2588,2021-07-01 05:05:13,FALSE,"https://t.co/me1j5c1gHB","https://www.linkedin.com/in/ludmila-praslova/",,"https://pbs.twimg.com/profile_banners/1410464453280157699/1641776235",,"http://pbs.twimg.com/profile_images/1410465053925462016/VyN99cP7_normal.jpg"
"x1521557971658022912","x1539707236976582656",2022-06-22 20:29:46,"BernardGrantAu","Look beyond stereotypes when hiring and promoting #neurodivergent employees. Neurodivergent people work at every role and at every level, though a majority are employed in roles below their skill level, experience, and expertise. 

#Neurodiversity 

https://t.co/BwachAfXLa","Twitter Web App",273,,,,FALSE,FALSE,2,1,,,"neurodivergent Neurodiversity",,"bestcolleges.com/careers/neurod…","https://t.co/BwachAfXLa","https://www.bestcolleges.com/careers/neurodivergent-inclusive-workplace/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/BernardGrantAu/status/1539707236976582656","Bernard Grant Âû","bernardgrant.com","Writer, Autist, Ph.D. Associate Fiction Editor at @TahomaReview. (they, them, their)","https://t.co/z5qdhSXf4J",FALSE,64,60,2,259,659,2022-05-03 18:31:15,FALSE,"https://t.co/z5qdhSXf4J","http://linkedin.com/in/bernardgrant/",,"https://pbs.twimg.com/profile_banners/1521557971658022912/1653694508",,"http://pbs.twimg.com/profile_images/1521558020500725766/puei7Hc2_normal.jpg"
"x955925072375701504","x1539704585278857219",2022-06-22 20:19:14,"ChaunceyGardner","@CytochromeP @LesterJMilton @TheStalwart @US_FDA Graham:  US adult smoking is 12%.  #ADHD/#autism 40%.  #BipolarDisorder 60%.  #schizophrenia 71%.  The leading hypothesis is that people with #neurodiversity issues are self-medicating.  Nicotine helps them.  It is, after all, a natural product.

Remember #MedicalMarijuana?","Twitter Web App",274,"x1539697828859084800","x941771950166339584","CytochromeP",FALSE,FALSE,0,0,,,"ADHD autism BipolarDisorder schizophrenia neurodiversity MedicalMarijuana",,,,,,,,,,,,,"x941771950166339584 x1357096532 x14096763 x208120290","CytochromeP LesterJMilton TheStalwart US_FDA","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ChaunceyGardner/status/1539704585278857219","Charles A. Gardner, PhD","New York, NY","Neurobiologist; 25 yrs in global health; advocate for ex-smokers who use safer nicotine alternatives to quit Big Tobacco's main cash cow:  cigarettes.","https://t.co/uQX8qsKEHH",FALSE,6756,3736,62,67958,88761,2018-01-23 22:07:52,FALSE,"https://t.co/uQX8qsKEHH","https://innco.org/",,"https://pbs.twimg.com/profile_banners/955925072375701504/1526183785",,"http://pbs.twimg.com/profile_images/996919846725210112/jNj0MInc_normal.jpg"
"x50708394","x1539701912236204033",2022-06-22 20:08:36,"ShadowProject","#portlandnonprofits #adhd #theshadowproject #learningchallenges #learningdisabilities #neruodivergent #neurodiversity #autism #portlandteachers #dyslexia #teacherappreciation #portlandschools #americorpsvista","Twitter Web App",208,"x1539699204662079493","x50708394","ShadowProject",FALSE,FALSE,2,0,,,"portlandnonprofits adhd theshadowproject learningchallenges learningdisabilities neruodivergent neurodiversity autism portlandteachers dyslexia teacherappreciation portlandschools americorpsvista",,,,,,,,,,,,,,,"und",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ShadowProject/status/1539701912236204033","The Shadow Project","Portland, Oregon","We make school more accessible and engaging for children with learning challenges, so they can achieve their full potential. #inclusivity #equity","https://t.co/k8yEbPhvx9",FALSE,989,2985,22,2254,352,2009-06-25 17:28:51,FALSE,"https://t.co/k8yEbPhvx9","https://linktr.ee/theshadowproject",,"https://pbs.twimg.com/profile_banners/50708394/1610667845","http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/1147289270148710400/6Tbfjv8t_normal.png"
